"Timestamp","Age","Country","self_employed","family_history","treatment","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_interview","GroupedGender"
2014-08-27 15:23:00,26,"United States","No","No","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 15:24:00,26,"Canada","No","Yes","Yes","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","No","Male"
2014-08-27 15:26:00,26,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 15:27:00,26,"United States","No","Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","Maybe","Male"
2014-08-27 15:31:00,26,"United States","No","No","Yes","Yes","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Somewhat difficult","No","Female"
2014-08-27 15:32:00,26,"Uruguay","No","No","No","Yes","Yes","Not sure","No","Don't know","Other","Not sure","Don't know","No","Male"
2014-08-27 15:35:00,26,"United States","No","No","No","No","No","Yes","Not sure","Yes","Not sure","Not sure","Don't know","No","Female"
2014-08-27 15:39:00,26,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:43:00,26,"United Kingdom","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 15:47:00,26,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-27 16:02:00,26,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-27 16:10:00,26,"France","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 16:21:00,26,"Israel","No","No","No","No","Yes","Other","No","No","Other","Yes","Very easy","No","Male"
2014-08-27 17:49:00,26,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 18:00:00,26,"United States","No","Yes","Yes","No","No","Not sure","No","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-27 20:48:00,26,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Yes","Somewhat difficult","No","Female"
2014-08-28 04:00:00,26,"Australia","No","Yes","No","No","No","Other","Yes","Yes","Yes","Not sure","Somewhat easy","No","Female"
2014-08-28 06:02:00,26,"Ireland","Yes","No","No","Yes","Yes","Other","No","No","Other","Not sure","Somewhat difficult","Maybe","Male"
2014-08-28 06:30:00,26,"Netherlands","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 07:03:00,26,"Russia","No","No","No","No","Yes","Other","Not sure","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-28 07:12:00,26,"Canada","No","No","No","Yes","Yes","Yes","Not sure","Don't know","Yes","Not sure","Somewhat easy","No","Male"
2014-08-28 08:00:00,26,"Israel","No","Yes","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","No","Female"
2014-08-28 10:01:00,26,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-28 11:29:00,26,"United States","No","Yes","Yes","No","Yes","Yes","No","Yes","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-28 14:46:00,26,"Germany","Yes","No","Yes","Yes","Yes","Other","Not sure","Yes","Yes","Yes","Very easy","Maybe","Other"
2014-08-28 16:58:00,26,"Canada","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Very difficult","No","Male"
2014-08-28 17:03:00,26,"United Kingdom","Yes","No","Yes","Yes","Yes","Other","Not sure","Don't know","Not sure","Not sure","Somewhat difficult","Maybe","Male"
2014-08-28 17:31:00,26,"India","Yes","No","No","No","Yes","Other","No","No","Other","Yes","Very easy","No","Male"
2014-08-28 22:18:00,26,"US","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Yes","Yes","Very difficult","Yes","Male"
2014-08-29 03:08:00,26,"United States","No","No","Yes","No","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-29 05:57:00,26,"United Kingdom","Yes","Yes","Yes","Yes","Yes","Other","No","No","Other","Not sure","Very easy","No","Female"
2014-08-29 08:36:00,26,"Germany","No","No","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-29 08:54:00,26,"Belgium","No","No","No","No","Yes","Yes","No","No","Other","Other","Somewhat easy","No","Male"
2014-08-29 09:33:00,26,"United States","No","No","Yes","Yes","Yes","Not sure","No","No","Not sure","Not sure","Don't know","Maybe","Female"
2014-08-29 09:54:00,26,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","No","Female"
2014-08-29 10:38:00,26,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-29 11:04:00,26,"Australia","No","Yes","Yes","Yes","Yes","Other","No","No","Other","Yes","Don't know","No","Male"
2014-08-29 11:20:00,26,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Don't know","No","Male"
2014-08-29 11:23:00,26,"Canada","No","Yes","Yes","No","Yes","Yes","Not sure","No","Other","Yes","Don't know","No","Female"
2014-08-29 11:32:00,26,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Female"
2014-08-29 12:27:00,26,"United States","No","No","No","No","No","Yes","Yes","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-29 21:28:00,26,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Male"
2014-08-30 05:05:00,26,"Australia","No","Yes","Yes","No","Yes","Other","No","Don't know","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-30 20:43:00,26,"Germany","Yes","Yes","Yes","No","Yes","Other","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-09-01 09:12:00,26,"Moldova","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Very difficult","Yes","Male"
2014-09-01 12:45:00,26,"United States","No","Yes","No","Yes","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Female"
2014-09-02 04:00:00,26,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-09-04 17:38:00,26,"United States","No","Yes","Yes","Yes","Yes","Not sure","No","No","Not sure","Not sure","Somewhat easy","Maybe","Male"
2014-09-08 16:46:00,26,"Colombia","No","No","No","No","Yes","Other","No","No","Other","Other","Very difficult","No","Male"
2014-09-20 13:51:00,26,"United States","No","Yes","Yes","No","Yes","Yes","No","No","Other","Not sure","Don't know","No","Female"
2014-08-27 11:41:00,27,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Very easy","Maybe","Male"
2014-08-27 11:43:00,27,"Canada","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Very difficult","No","Male"
2014-08-27 11:46:00,27,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Yes","Don't know","No","Other"
2014-08-27 11:50:00,27,"United Kingdom","No","No","No","No","Yes","Yes","Not sure","No","Yes","Not sure","Somewhat easy","Maybe","Male"
2014-08-27 12:03:00,27,"United States","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Female"
2014-08-27 12:31:00,27,"Canada","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 12:33:00,27,"Canada","No","No","Yes","No","No","Yes","Not sure","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 12:34:00,27,"United States","No","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","Male"
2014-08-27 12:34:00,27,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:36:00,27,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 12:42:00,27,"United States","No","Yes","Yes","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:43:00,27,"United States","No","No","Yes","Yes","Yes","Other","Yes","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 12:47:00,27,"United Kingdom","Yes","Yes","No","Yes","Yes","Other","Yes","No","Other","Yes","Somewhat easy","No","Female"
2014-08-27 12:56:00,27,"United States","No","Yes","No","Yes","Yes","Yes","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:57:00,27,"United States","No","Yes","Yes","No","Yes","Yes","No","No","Other","Not sure","Very easy","No","Female"
2014-08-27 13:07:00,27,"United States","Yes","Yes","Yes","Yes","Yes","Other","No","Don't know","Not sure","Not sure","Very difficult","No","Female"
2014-08-27 13:34:00,27,"United States","No","No","No","Yes","Yes","Yes","Yes","Don't know","Not sure","Yes","Somewhat easy","Maybe","Male"
2014-08-27 13:44:00,27,"United Kingdom","No","No","No","No","No","Not sure","Not sure","Don't know","Not sure","Other","Very easy","No","Male"
2014-08-27 13:49:00,27,"United States","No","No","Yes","No","Yes","Yes","No","No","Other","Yes","Don't know","No","Female"
2014-08-27 13:52:00,27,"Canada","No","No","No","Yes","Yes","Other","Yes","No","Other","Other","Very difficult","No","Male"
2014-08-27 14:06:00,27,"Portugal","No","No","No","No","Yes","Other","No","No","Other","Yes","Don't know","No","Male"
2014-08-27 14:11:00,27,"United Kingdom","No","Yes","Yes","No","Yes","Other","No","No","Other","Yes","Somewhat easy","Yes","Male"
2014-08-27 14:23:00,27,"United States","No","No","No","No","Yes","Yes","Not sure","Yes","Yes","Not sure","Don't know","No","Male"
2014-08-27 14:26:00,27,"United States","No","Yes","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-27 14:39:00,27,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Very easy","No","Male"
2014-08-27 14:49:00,27,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","Male"
2014-08-27 15:22:00,27,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Don't know","No","Female"
2014-08-27 15:23:00,27,"United States","No","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","No","Male"
2014-08-27 15:23:00,27,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 15:38:00,27,"United States","No","No","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat difficult","No","Female"
2014-08-27 15:55:00,27,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:56:00,27,"Brazil","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 16:03:00,27,"United States","No","Yes","Yes","Yes","Yes","Not sure","No","Yes","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 16:15:00,27,"Germany","No","Yes","Yes","No","Yes","Other","Not sure","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 16:23:00,27,"Israel","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 17:39:00,27,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 17:42:00,27,"Hungary","Yes","Yes","No","Yes","Yes","Other","No","No","Other","Other","Very difficult","No","Female"
2014-08-27 17:48:00,27,"Australia","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Other","Somewhat difficult","No","Female"
2014-08-27 17:52:00,27,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 18:59:00,27,"New Zealand","No","Yes","Yes","Yes","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Female"
2014-08-27 19:25:00,27,"United States","No","Yes","Yes","Yes","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 20:33:00,27,"United States","No","No","No","No","Yes","Not sure","Not sure","Don't know","Yes","Not sure","Don't know","No","Female"
2014-08-27 21:45:00,27,"Singapore","No","No","No","Yes","Yes","Other","No","No","Other","Yes","Don't know","No","Male"
2014-08-27 21:54:00,27,"Australia","No","No","Yes","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 22:59:00,27,"United States","No","No","No","No","Yes","Yes","Not sure","Don't know","Not sure","Yes","Don't know","No","Male"
2014-08-27 23:14:00,27,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 23:30:00,27,"Australia","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 05:12:00,27,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-28 09:54:00,27,"United Kingdom","No","No","Yes","Yes","Yes","Not sure","Not sure","Yes","Not sure","Yes","Very easy","Maybe","Female"
2014-08-28 10:04:00,27,"France","No","No","No","No","Yes","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 10:11:00,27,"United States","No","No","No","No","Yes","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 10:51:00,27,"United Kingdom","No","No","No","No","Yes","Other","No","No","Yes","Yes","Don't know","No","Male"
2014-08-28 11:47:00,27,"United States","No","No","Yes","No","Yes","Not sure","Not sure","Yes","Not sure","Not sure","Somewhat easy","No","Female"
2014-08-28 11:50:00,27,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat easy","Yes","Male"
2014-08-28 12:10:00,27,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Yes","Not sure","Don't know","No","Female"
2014-08-28 13:34:00,27,"Switzerland","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 13:57:00,27,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-29 08:53:00,27,"France","No","Yes","No","No","No","Yes","Yes","Don't know","Other","Yes","Somewhat easy","No","Male"
2014-08-29 09:01:00,27,"Canada","No","No","No","No","Yes","Yes","Not sure","Yes","Other","Yes","Very easy","Maybe","Male"
2014-08-29 09:27:00,27,"Sweden","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-29 11:43:00,27,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-29 11:56:00,27,"United States","No","No","Yes","No","Yes","Not sure","Not sure","No","Other","Yes","Very difficult","No","Male"
2014-08-29 14:51:00,27,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Very difficult","No","Female"
2014-08-31 22:11:00,27,"New Zealand","No","No","No","No","Yes","Other","Yes","No","Yes","Other","Somewhat difficult","No","Male"
2014-08-31 22:16:00,27,"New Zealand","No","No","No","No","Yes","Other","Yes","No","Yes","Other","Somewhat difficult","No","Male"
2014-09-01 04:28:00,27,"United Kingdom","No","No","Yes","No","No","Other","No","No","Other","Yes","Somewhat easy","Maybe","Male"
2014-09-01 10:40:00,27,"United Kingdom","No","Yes","No","No","No","Other","Yes","No","Other","Yes","Don't know","No","Female"
2014-11-05 10:08:00,27,"United States","No","No","No","No","No","Not sure","Not sure","Don't know","Not sure","Not sure","Don't know","No","Other"
2014-08-27 11:43:00,28,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 11:46:00,28,"Switzerland","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 11:53:00,28,"France","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:00:00,28,"Germany","No","No","No","Yes","Yes","Not sure","No","Don't know","Not sure","Not sure","Very easy","Maybe","Male"
2014-08-27 12:25:00,28,"Brazil","No","Yes","Yes","No","Yes","Other","No","No","Other","Other","Don't know","No","Male"
2014-08-27 12:31:00,28,"United States","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Male"
2014-08-27 12:31:00,28,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 12:37:00,28,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Other","Yes","Very easy","Maybe","Male"
2014-08-27 12:41:00,28,"Poland","No","No","No","Yes","Yes","Other","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 12:50:00,28,"United Kingdom","No","No","No","No","No","Other","Not sure","No","Yes","Yes","Somewhat easy","Maybe","Male"
2014-08-27 12:51:00,28,"United Kingdom","No","No","No","No","Yes","Not sure","No","No","Not sure","Yes","Somewhat easy","Maybe","Female"
2014-08-27 12:53:00,28,"United States","No","Yes","Yes","No","Yes","Yes","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 12:54:00,28,"Russia","No","No","No","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 12:56:00,28,"United Kingdom","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 13:14:00,28,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-27 13:15:00,28,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Yes","Very difficult","No","Male"
2014-08-27 13:31:00,28,"Canada","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","No","Female"
2014-08-27 13:40:00,28,"United States","No","Yes","No","No","Yes","Yes","No","No","Not sure","Yes","Somewhat easy","No","Male"
2014-08-27 14:01:00,28,"Colombia","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 14:03:00,28,"United States","No","No","Yes","No","No","Yes","Yes","Yes","Not sure","Not sure","Very easy","No","Male"
2014-08-27 14:21:00,28,"United States","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","Female"
2014-08-27 15:09:00,28,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat difficult","No","Male"
2014-08-27 15:26:00,28,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-27 15:32:00,28,"Germany","No","Yes","Yes","Yes","Yes","Yes","No","No","Other","Yes","Very easy","No","Male"
2014-08-27 15:32:00,28,"New Zealand","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Other","Not sure","Very easy","Yes","Male"
2014-08-27 15:34:00,28,"United States","No","No","Yes","No","No","Yes","Yes","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 15:36:00,28,"Canada","Yes","No","No","Yes","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 15:38:00,28,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 16:01:00,28,"United States","No","No","No","Yes","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 16:07:00,28,"United Kingdom","No","No","Yes","No","Yes","Other","No","No","Other","Other","Very difficult","No","Male"
2014-08-27 16:21:00,28,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Other","Not sure","Don't know","No","Female"
2014-08-27 18:12:00,28,"United States","No","Yes","Yes","Yes","Yes","Yes","No","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 18:13:00,28,"United Kingdom","No","Yes","Yes","No","Yes","Other","Not sure","No","Other","Yes","Somewhat difficult","Yes","Other"
2014-08-27 19:34:00,28,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Yes","Somewhat difficult","No","Male"
2014-08-28 01:56:00,28,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Not sure","Somewhat difficult","No","Female"
2014-08-28 02:30:00,28,"United States","No","Yes","Yes","Yes","Yes","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 02:54:00,28,"Germany","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","Yes","Male"
2014-08-28 08:18:00,28,"United States","No","No","Yes","Yes","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-28 09:53:00,28,"United States","No","No","No","Yes","Yes","Not sure","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 09:55:00,28,"Canada","No","No","No","No","Yes","Yes","Not sure","Don't know","Not sure","Not sure","Somewhat easy","No","Female"
2014-08-28 11:09:00,28,"Canada","No","No","No","No","Yes","Yes","Not sure","No","Not sure","Yes","Very easy","Maybe","Male"
2014-08-28 11:58:00,28,"United Kingdom","No","No","No","No","Yes","Not sure","Not sure","No","Other","Not sure","Somewhat easy","Maybe","Male"
2014-08-28 12:06:00,28,"United Kingdom","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","Yes","Male"
2014-08-28 13:32:00,28,"Brazil","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-28 13:47:00,28,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Somewhat difficult","No","Other"
2014-08-28 14:12:00,28,"United States","No","No","Yes","Yes","Yes","Other","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-28 19:35:00,28,"United States","No","Yes","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-28 20:31:00,28,"United States","No","Yes","Yes","No","No","Yes","No","No","Other","Not sure","Don't know","No","Male"
2014-08-28 22:46:00,28,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not sure","Not sure","Don't know","No","Male"
2014-08-28 23:57:00,28,"United States","No","Yes","Yes","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-29 08:57:00,28,"United Kingdom","No","Yes","Yes","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-29 09:01:00,28,"United States","No","Yes","Yes","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-29 09:03:00,28,"United Kingdom","No","No","No","No","Yes","Other","No","No","Other","Other","Somewhat difficult","No","Male"
2014-08-29 09:15:00,28,"United Kingdom","Yes","No","No","Yes","Yes","Other","Yes","No","Other","Yes","Very easy","No","Male"
2014-08-29 11:19:00,28,"United States","No","Yes","Yes","Yes","Yes","Not sure","No","No","Other","Not sure","Somewhat easy","No","Female"
2014-08-29 11:25:00,28,"Brazil","No","Yes","No","No","Yes","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-29 11:53:00,28,"United States","No","No","Yes","No","Yes","Yes","Yes","Don't know","Yes","Yes","Very easy","No","Female"
2014-08-29 17:04:00,28,"United States","No","Yes","Yes","No","Yes","Yes","Yes","Don't know","Not sure","Not sure","Don't know","No","Female"
2014-08-31 09:19:00,28,"United States","No","No","No","No","No","Yes","No","No","Other","Yes","Somewhat easy","No","Male"
2014-09-01 10:06:00,28,"Belgium","No","No","No","No","No","Other","No","No","Other","Not sure","Somewhat easy","No","Male"
2014-10-09 11:14:00,28,"United States","No","No","Yes","No","Yes","Other","Yes","No","Other","Not sure","Very difficult","No","Female"
2014-08-27 11:35:00,29,"United States","No","Yes","Yes","No","Yes","Yes","Yes","No","Other","Other","Somewhat difficult","No","Male"
2014-08-27 11:41:00,29,"Canada","No","No","No","No","Yes","Other","No","No","Other","Not sure","Very easy","No","Male"
2014-08-27 12:11:00,29,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Female"
2014-08-27 12:15:00,29,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 12:22:00,29,"United States","No","No","No","No","Yes","Yes","Not sure","Yes","Not sure","Not sure","Somewhat easy","No","Male"
2014-08-27 12:32:00,29,"United States","No","No","No","No","Yes","Yes","Yes","No","Yes","Not sure","Don't know","No","Male"
2014-08-27 12:37:00,29,"United States","No","No","No","No","Yes","Not sure","No","No","Not sure","Not sure","Somewhat easy","No","Female"
2014-08-27 12:40:00,29,"United States","No","No","No","Yes","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Female"
2014-08-27 12:51:00,29,"Mexico","No","No","No","Yes","Yes","Other","No","No","Other","Other","Don't know","Maybe","Male"
2014-08-27 13:09:00,29,"United States","No","No","Yes","No","No","Yes","No","No","Not sure","Not sure","Somewhat difficult","No","Female"
2014-08-27 13:37:00,29,"United Kingdom","No","No","No","No","No","Other","No","No","Other","Yes","Very easy","Maybe","Male"
2014-08-27 13:38:00,29,"United States","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Not sure","Yes","Don't know","Maybe","Female"
2014-08-27 13:46:00,29,"Canada","No","No","No","No","Yes","Other","No","No","Other","Not sure","Somewhat difficult","No","Male"
2014-08-27 13:53:00,29,"Poland","No","Yes","Yes","No","Yes","Other","Yes","No","Other","Yes","Very difficult","No","Male"
2014-08-27 14:27:00,29,"United States","No","No","No","No","No","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:28:00,29,"Latvia","No","No","No","No","Yes","Other","Yes","No","Other","Not sure","Somewhat easy","No","Male"
2014-08-27 14:28:00,29,"United States","No","No","Yes","No","Yes","Yes","No","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 14:37:00,29,"Romania","No","No","No","Yes","No","Other","Yes","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 14:38:00,29,"United States","Yes","No","No","No","Yes","Yes","Not sure","Don't know","Other","Not sure","Very easy","No","Female"
2014-08-27 14:38:00,29,"United States","No","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","Male"
2014-08-27 14:49:00,29,"Belgium","No","No","No","No","No","Not sure","No","No","Other","Not sure","Don't know","Maybe","Male"
2014-08-27 14:58:00,29,"United States","Yes","No","No","Yes","Yes","Other","Yes","No","Other","Yes","Very easy","Maybe","Male"
2014-08-27 15:24:00,29,"United States","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Other","Not sure","Very difficult","No","Other"
2014-08-27 15:25:00,29,"United States","No","No","No","No","No","Yes","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 15:25:00,29,"Canada","No","No","Yes","No","Yes","Not sure","Not sure","Don't know","Not sure","Yes","Somewhat easy","No","Male"
2014-08-27 15:27:00,29,"Germany","No","Yes","Yes","No","Yes","Not sure","No","No","Other","Not sure","Very easy","Maybe","Male"
2014-08-27 15:43:00,29,"United States","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Maybe","Male"
2014-08-27 16:00:00,29,"United Kingdom","No","No","No","No","Yes","Not sure","No","Don't know","Not sure","Not sure","Don't know","Maybe","Male"
2014-08-27 16:13:00,29,"United States","No","No","No","No","Yes","Not sure","No","No","Other","Not sure","Very difficult","No","Male"
2014-08-27 16:19:00,29,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Other","Not sure","Don't know","No","Male"
2014-08-27 16:53:00,29,"United States","No","No","No","No","Yes","Not sure","Not sure","No","Not sure","Not sure","Don't know","No","Male"
2014-08-27 17:33:00,29,"United States","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","Very easy","No","Male"
2014-08-27 18:43:00,29,"Canada","No","No","Yes","No","Yes","Other","No","No","Other","Not sure","Don't know","No","Female"
2014-08-27 21:05:00,29,"Canada","Yes","No","No","Yes","Yes","Yes","Yes","No","Other","Yes","Very difficult","No","Male"
